,CIK,Ticker
1431,868671,GBCI
1432,868725,RTK
1433,868780,DORM
1434,868857,ACM
1435,869495,DWOG
1436,869531,ADGO
1437,870385,CARO
1438,870753,NMRX
1439,870826,IMBI.Q
1440,871344,MLER
1441,871763,MAN
1442,872248,PQ
1443,872448,ATML
1444,872589,REGN
1445,872912,DCTH
1446,873044,RSYS
1447,873303,SRPT
1448,873860,ONIT
1449,874015,IONS
1450,874016,JNY
1451,874214,ANN
1452,874238,STRL
1453,874292,AEYG.Q
1454,874396,LCUT
1455,874499,GPOR
1456,874501,AMBC
1457,874716,IDXX
1458,874761,AES
1459,874766,HIG
1460,874792,GTSO
1461,874866,CRVL
1462,874977,STFC
1463,875045,BIIB
1464,875159,XL
1465,875320,VRTX
1466,875355,LDWY
1467,875357,BOKF
1468,875582,NTIC
1469,875622,BSTC
1470,875657,ULBI
1471,875729,BNET
1472,876167,PRGS
1473,876343,LCTX
1474,876378,ASXC
1475,876427,MNRO
1476,876437,MTG
1477,876523,EZPW
1478,876883,STGW
1479,877212,ZBRA
1480,877422,SPTN
1481,877890,CTXS
1482,878079,BONT.Q
1483,878526,NTUS
1484,878560,CAA
1485,878726,TUEM.Q
1486,878802,QFOR.Q
1487,878828,WTT
1488,878927,ODFL
1489,879169,INCY
1490,879407,ARWR
1491,879526,WNC
1492,879585,ATNI
1493,879635,MPB
1494,879682,VIVE
1495,879703,PBOX
1496,879796,ARIS
1497,879911,AERG
1498,880059,EDMC.Q
1499,880115,CWEI
1500,880116,SBFC
1501,880117,JBSS
1502,880242,BLGO
1503,880266,AGCO
1504,880417,CSBB
1505,880432,MON
1506,880460,PERF.Q
1507,880562,DAEG
1508,880631,WT
1509,880641,EFSI
1510,880804,PGI
1511,880807,AMSC
1512,880984,ACFN
1513,881524,VVUS.Q
1514,881790,HFFC
1515,881890,ABAX
1516,882095,GILD
1517,882104,PDLI
1518,882154,POWR
1519,882184,DHI
1520,882291,AEMD
1521,882508,QUIK
1522,882796,BCRX
1523,882800,PACV
1524,882835,ROP
1525,883107,NANX
1526,883237,VRTS
1527,883241,SNPS
1528,883569,FOSL
1529,883902,CNR
1530,883943,CBKC.Q
1531,883945,USAK
1532,883948,AUB
1533,883975,MBOT
1534,883980,FDC
1535,883984,ICUI
1536,884144,ASUR
1537,884217,TLRD.Q
1538,884219,VVI
1539,884269,APT
1540,884363,FNAM
1541,884614,UGI
1542,884624,OFIX
1543,884650,IMCI
1544,884731,ARIA
1545,884887,RCL
1546,884940,SMRT.Q
1547,885074,BTW
1548,885245,BKE
1549,885275,WBHC
1550,885306,CYNO
1551,885307,JCTC.F
1552,885322,ABCW
1553,885462,GURE
1554,885508,STRS
1555,885550,CACC
1556,885590,BHC
1557,885639,KSS
1558,885725,BSX
1559,885978,USPH
1560,886035,BGC
1561,886128,FCEL
1562,886136,SGA
1563,886137,FINL
1564,886158,BBBY.Q
1565,886163,LGND
1566,886206,FC
1567,886328,EDIG
1568,886346,KAI
1569,886744,GERN
1570,886982,GS
1571,887150,HAMP.Q
1572,887226,PRCP
1573,887343,COLB
1574,887359,VCEL
1575,887396,EP
1576,887596,CAKE
1577,887730,KEM
1578,887733,CENT
1579,887905,LTC
1580,887919,PFBI
1581,887921,REV
1582,887936,FCN
1583,887969,MRVC
1584,888491,OHI
1585,888504,LAYN
1586,888919,HCC
1587,888981,NNUP
1588,889331,LFUS
1589,889348,CVU
1590,889428,PFND
1591,889609,CPSS
1592,889900,PTEN
1593,889936,PVTB
1594,889971,LPTH
1595,890066,GLBZ
1596,890264,EXA
1597,890394,PRSO
1598,890447,VTNR
1599,890491,BKS
1600,890564,ASGN
1601,890821,ENVB
1602,890908,DYII
1603,890926,RDN
1604,891014,MTX
1605,891024,PDCO
1606,891103,MTCH
1607,891166,UVE
1608,891293,CTIC
1609,891417,NMGX
1610,891482,FLL
1611,891532,PESI
1612,891919,BAMM
1613,892160,DSCI
1614,892222,BREW
1615,892482,QUMU
1616,892537,MANT
1617,892553,GTLS
1618,892832,SDON
1619,892986,WRES.Q
1620,893538,SM
1621,893691,DOOR
1622,893847,HWBK
1623,893949,MD
1624,894158,TOVX
1625,894237,CGNT
1626,894405,ARCB
1627,894560,BOTH
1628,894627,EGY
1629,894671,OVBC
1630,894871,AREN
1631,895051,CASI
1632,895126,CHK
1633,895419,WOLF
1634,895421,MS
1635,895447,SCVL
1636,895456,RCKY
1637,895464,YBGJ
1638,895655,JAH
1639,895665,CLRD
1640,895930,EVHC
1641,896156,ETD
1642,896159,CB
1643,896262,AMED
1644,896264,USNA
1645,896429,CTLP
1646,896493,AULT
1647,896622,ATR
1648,896747,ABMC
1649,896841,AVID
1650,896878,INTU
1651,896985,DEST.Q
1652,897077,ALG
1653,897078,KOAN
1654,897429,CHS
1655,897448,AMRN
1656,898171,UWHR
1657,898173,ORLY
1658,898174,RGA
1659,898293,JBL
1660,898437,ANIK
1661,898770,SMED
1662,899051,ALL
1663,899394,HRBR
1664,899460,MNKD
1665,899629,AKR
1666,899689,VNO
1667,899723,OMG
1668,899751,TWI
1669,899866,ALXN
1670,899923,MYGN
1671,900075,CPRT
1672,900349,PERY
1673,901491,PZZA
1674,902274,LBYY.Q
1675,902791,BBSI
1676,903127,PPS
1677,903129,THRM
1678,903419,ALRS
1679,903651,INOD
1680,904080,SGY
1681,904979,SHLO.Q
1682,906107,EQR
1683,906465,QCRH
1684,906553,BYD
1685,906709,NKTR
1686,906780,NYNY
1687,907242,MCRI
1688,907254,BFS
1689,907471,CASH
1690,907562,DYAX
1691,907649,FXEN
1692,907654,ABIO
1693,908255,BWA
1694,908259,OTLC
1695,908311,CMCT
1696,908315,WINA
1697,908598,ATRM
1698,908937,SIRI
1699,909108,DHIL
1700,909724,TLF
1701,909832,COST
1702,909954,KDP
1703,910073,NYCB
1704,910267,TTNP
1705,910322,AF
1706,910329,MED
1707,910406,HAIN
1708,910521,DECK
1709,910612,CBL
1710,910638,DDD
1711,910679,WVFC
1712,911109,MOM TT
1713,911147,CNTY
1714,911148,KDUS
1715,911160,QRVO
1716,911177,CWST
1717,911216,PTN
1718,911326,GEVA
1719,911421,PRE
1720,911649,SDI
1721,911650,SPDC
1722,912061,NHTC
1723,912093,VIAV
1724,912183,CBST
1725,912242,MAC
1726,912463,GES
1727,912513,CYT
1728,912544,NSTM
1729,912562,ROCK
1730,912603,RDUS
1731,912615,URBN
1732,912728,FWRD
1733,912750,NFX
1734,912752,SBGI
1735,912766,LAUR
1736,912767,UFPI
1737,912833,WMAR
1738,913077,AFFX
1739,913142,BDC
1740,913144,RNR
1741,913165,EXAC
1742,913241,SHOO
1743,913277,CLAR
1744,913341,CFFI
1745,913760,SNEX
1746,913885,TQNT
1747,914025,POLY
1748,914122,PPIH
1749,914138,MBRG
1750,914139,PRKR
1751,914156,UFPT
1752,914208,IVZ
1753,914329,FEIC
1754,914374,OKSB
1755,914397,GLUX
1756,914475,NBIX
1757,914577,TWOC
1758,914712,STCN
1759,915358,SGMA
1760,915389,EMN
1761,915778,DSPG
1762,915779,DAKT
1763,915912,AVB
1764,915913,ALB
1765,916076,MLM
1766,916085,HNT
1767,916365,TSCO
1768,916457,CPN
1769,916529,ARTX
1770,916540,DAR
1771,916789,HELE
1772,916863,TEG
1773,916907,SMBC
1774,917251,ADC
1775,917273,RMBS
1776,917470,ZEUS
1777,917491,FARO
1778,917520,IART
1779,918160,AKS
1780,918251,MPAA
1781,918386,QLGC
1782,918541,NNBR
1783,918543,CAGU
1784,918573,GRVE
1785,918580,GPIC
1786,918581,CBRI
1787,918646,EXP
1788,918964,ITXN
1789,918965,SCSC
1790,919012,AEO
1791,919013,WAVX.Q
1792,919130,ONSM
1793,919134,MENB
1794,919175,SGMD
1795,919721,TENG
1796,919745,DARA
1797,919864,FNWD
1798,919956,AVC
1799,920112,HTLF
1800,920148,LH
1801,920321,CVO
1802,920371,SSD
1803,920424,ITG
1804,920427,UNTY
1805,920448,BVSN.Q
1806,920465,LJPC
1807,920760,LEN
1808,921082,HIW
1809,921114,ARMP
1810,921183,HMNF
1811,921299,FGEN
1812,921503,BTH
1813,921547,HEOP
1814,921557,RBCA.A
1815,921560,MGPC
1816,921582,IMAX
1817,921590,VYFC
1818,921738,PENN
1819,921847,HCBK
1820,922224,PPL
1821,922247,CYTH
1822,922330,RGUS
1823,922487,RBPA.A
1824,922521,FALC
1825,922612,SMIT
1826,922863,QLTY
1827,923120,GBX
1828,923139,FFIC
1829,923571,USX
1830,923601,MICS
1831,923603,FCH
1832,923796,GEO
1833,924168,EFOI
1834,924383,GNSS
1835,924515,GTHP
1836,924717,SRDX
1837,924719,SMID
1838,924805,FRHC
1839,924822,MLR
1840,924901,VRE
1841,925528,HDSN
1842,925645,CETV
1843,925660,FLXT
1844,925661,SECI
1845,925741,BCDA
1846,926282,ADTN
1847,926326,OMCL
1848,926423,MIND
1849,926617,AWH
1850,926761,CPHC
1851,927003,AEIS
1852,927066,DVA
1853,927355,TESS
1854,927628,COF
1855,927653,MCK
1856,927720,SBSA.A
1857,928022,CPE
1858,928054,FTK
1859,928340,CWCO
1860,928421,MTSN
1861,928465,DIT
1862,928658,CVLG
1863,928953,PRLE.Q
1864,929008,WCC
1865,929351,LGF.A
1866,929887,APOL
1867,929940,AZPN
1868,930236,RWT
1869,930245,AASP
1870,930420,KFRC
1871,930775,ECIA
1872,931015,PII
1873,931148,EAF
1874,931336,DF
1875,931584,USAP
1876,931799,GLYE
1877,931948,SWC
1878,932111,MCRL
1879,932372,XSPY
1880,932696,NSIT
1881,932699,APGI
1882,932781,FCCO
1883,933034,STRT
1884,933036,UPBD
1885,933136,COOP
1886,933141,IBKC
1887,933590,YCB
1888,933738,ENG
1889,933972,SCWO
1890,933974,AZTA
1891,934473,GNVC
1892,934547,BKYF
1893,934549,ACTG
1894,934648,TRK
1895,934796,NWCN
1896,935036,ACIW
1897,935419,RICK
1898,935494,NATI
1899,935703,DLTR
1900,936340,DTE
1901,936395,CIEN
1902,936446,PAOS.D
1903,936468,LMT
1904,936528,WAFD
1905,937098,TNET
1906,937136,HDYN.Q
1907,937556,MASI
1908,937941,PCMI
1909,939767,EXEL
1910,939930,PYYX
1911,940332,ANAD
1912,940942,HUBG
1913,940944,DRI
1914,941548,CAM
1915,941685,IWSY
1916,942126,TAIT
1917,942650,TNKY
1918,943034,AATC
1919,943184,EVKG
1920,943452,WAB
1921,943535,WHEN
1922,943819,RMD
1923,943861,GDP
1924,944075,SCKT
1925,944148,CBZ
1926,944480,GVP
1927,944508,SNAK
1928,944695,THG
1929,944696,CPFH
1930,944745,CIVB
1931,944809,OPK
1932,945114,GIC
1933,945384,CICN
1934,945394,SVC
1935,945436,SUNE
1936,945617,AMMJ
1937,945699,IXYS
1938,945764,DEN
1939,945828,AMTY
1940,945841,POOL
1941,945983,CLMB
1942,945989,ATEA
1943,946454,FGF
1944,946486,WINT
1945,946563,RVP
1946,946581,TTWO
1947,946644,AIM
1948,946647,PFC
1949,946673,BANR
1950,946822,ALYE
1951,947484,ACGL
1952,947559,FBMS
1953,948072,BDMS
1954,948320,LFMD
1955,948426,COTE
1956,948708,SMSI
1957,949039,DO
1958,949156,MIG
1959,949157,CENX
1960,949158,CRAY
1961,949428,CDTI
1962,949721,ATIS
1963,949858,ACHV
1964,949870,SAM
1965,949961,IOR
1966,949982,AACS
1967,1000045,NICK
1968,1000180,SNDK
1969,1000209,MFIN
1970,1000228,HSIC
1971,1000230,OCC
1972,1000232,KTYB
1973,1000298,IMPM
1974,1000623,MATV
1975,1000683,BDRL
1976,1000694,NVAX
1977,1000697,WAT
1978,1000753,NSP
1979,1001082,DISH
1980,1001115,GEOS
1981,1001171,BYFC
1982,1001233,SGMO
1983,1001250,EL
1984,1001258,ASFI
1985,1001288,LXK
1986,1001316,TGTX
1987,1001385,NWPX
1988,1001463,GBS
1989,1001601,MGTI
1990,1001614,REPX
1991,1001902,IVAC
1992,1001907,ASTC
1993,1002037,LTRE
1994,1002047,NTAP
1995,1002135,WSTL
1996,1002225,ADVS
1997,1002517,NUAN
1998,1002638,OTEX
1999,1002910,AEE
2000,1003078,MSM
2001,1003642,IPXL
2002,1004155,GAS
2003,1004434,AMG
2004,1004673,EGT
2005,1004702,OCFC
2006,1004724,RHE
2007,1004980,PCG
2008,1004989,SGRP
2009,1005101,MGLD
2010,1005201,ASRT
2011,1005229,CMCO
2012,1005284,OLED
2013,1005286,LFCR
2014,1005409,DCOM
2015,1005699,CALL
2016,1005731,IDT
2017,1005757,CSGS
2018,1005817,TMP
2019,1006028,PURE
2020,1006045,IRIX
2021,1006269,LORL
2022,1006424,BSF
2023,1006655,EPM
2024,1006830,CBKM
2025,1006837,VATE
2026,1007019,JVA
2027,1007273,BKSC
2028,1007330,PRGX
2029,1007587,KVHI
2030,1008586,STRM
2031,1008654,TUP
2032,1008817,SAPE
2033,1008848,ACOR.Q
2034,1009626,BRCD
2035,1009672,CRR
2036,1009759,CGRN.Q
2037,1009829,JAKK
2038,1009891,AIRI
2039,1009925,AFBG
2040,1009976,CMOH
2041,1010086,SIGA
2042,1010470,PROV
2043,1010552,PLCM
2044,1010612,SYKE
2045,1011006,LBTA
2046,1011060,NORD
2047,1011109,AIII
2048,1011395,GSPH
2049,1011432,CTEK
2050,1011509,AUMN
2051,1011570,KNL
2052,1011662,GDSI
2053,1011733,TMOL
2054,1011835,MDV
2055,1012019,RUSH.A
2056,1012100,SEE
2057,1012477,AVDL
2058,1012620,GWR
2059,1012771,FFG
2060,1013237,FDS
2061,1013238,ARDM.Q
2062,1013272,NWFL
2063,1013462,ANSS
2064,1013488,BJRI
2065,1013606,ELGX.Q
2066,1013706,WHLM
2067,1013857,PEGA
2068,1013871,NRG
2069,1013880,TTEC
2070,1013934,STRA
2071,1014052,DTGI
2072,1014111,GLAE
2073,1014473,VRSN
2074,1014507,SIRO
2075,1014739,OPCH
2076,1014763,AIMD
2077,1015155,CTHR
2078,1015328,WTFC
2079,1015383,POWW
2080,1015593,RIVR
2081,1015739,AWRE
2082,1015780,ETFC
2083,1016125,ULTI
2084,1016169,ATRS
2085,1016178,CARV
2086,1016281,CSV
2087,1016504,INBP
2088,1016708,RCAR
2089,1017110,GTHR
2090,1017303,TACT
2091,1017480,HIBB
2092,1017491,SEEL
2093,1017655,PAYD
2094,1017673,DVD
2095,1017793,SNBC
2096,1017907,FACO
2097,1017968,EDGW
2098,1018003,IM
2099,1018164,WLFC
2100,1018399,EBTC
2101,1018840,ANF
2102,1018946,STNR
2103,1018963,ATI
2104,1018979,AMSF
2105,1019034,BKYI
2106,1019272,ERS
2107,1019361,RSTI
2108,1019671,SEAC
2109,1019695,ARQL
2110,1019737,NCI
2111,1019787,PFTI
2112,1019849,PAG
2113,1020214,CERS
2114,1020416,MWW
2115,1020475,GPCM.Q
2116,1020569,IRM
2117,1020710,DXPE
2118,1020859,UNFI
2119,1021162,TGI
2120,1021270,BBQ
2121,1021435,HPTO
2122,1021561,NUS
2123,1021604,OTIV.F
2124,1021635,OGE
2125,1021860,NOV
2126,1021917,AWCA
2127,1022079,DGX
2128,1022408,PLUS
2129,1022469,DEL
2130,1022505,SDCH
2131,1022646,UPLC.Q
2132,1022652,INSG
2133,1022705,TESO
2134,1022899,PTIX
2135,1023024,ANIP
2136,1023128,LAD
2137,1023131,CVD
2138,1023198,SGNI
2139,1023313,FORR
2140,1023364,AUTO
2141,1023459,SLP
2142,1023731,EGHT
2143,1023734,BPZ
2144,1023844,OLY
2145,1023860,SSFN
2146,1023994,SGBX
2147,1024126,PTX
2148,1024305,COTY
2149,1024478,ROK
2150,1024626,CBIS
2151,1024628,ZP
2152,1024657,WSTC
2153,1024725,TEN
2154,1024732,IGTE
2155,1024795,HLIO
2156,1025771,WHLT
2157,1025835,EFSC
2158,1025877,DCBF
2159,1025953,NFI
2160,1025996,KRC
2161,1026214,FMCC
2162,1026655,CMT
2163,1027183,FSBK
2164,1027207,EPIQ
2165,1027235,SQCC
2166,1027838,TCMD
2167,1027884,CBI
2168,1028153,AXPW.Q
2169,1028215,KMG
2170,1028734,COBZ
2171,1028918,PPBI
2172,1028954,SBB
2173,1029125,PBLA
2174,1029142,DVAX
2175,1029199,EEFT
2176,1029730,LTS
2177,1029744,SOFO
2178,1029802,CHFR
2179,1030192,IDR
2180,1030206,VASC
2181,1030469,OFG
2182,1030749,GLF
2183,1030916,PRHL
2184,1031029,SRT
2185,1031093,SVBL
2186,1031203,GPI
2187,1031235,SELF
2188,1031296,FE
2189,1031623,GIFI
2190,1031927,ECTE
2191,1032033,SLM
2192,1032208,SRE
2193,1032220,MMS
2194,1033012,FBC
2195,1033905,LMNX
2196,1034054,SBAC
2197,1034592,OMCM
2198,1034594,BAYK
2199,1034670,ALV
2200,1034760,WYY
2201,1034842,RIGL
2202,1035002,VLO
2203,1035092,SHBI
2204,1035201,CWT
2205,1035267,ISRG
2206,1035354,ELOX
2207,1035748,CALD
2208,1035983,FIX
2209,1036044,INVE
2210,1036188,QADA
2211,1036262,INTT
2212,1036848,MPU
2213,1036960,FCS
2214,1036968,DDXS.Q
2215,1037016,NIHD
2216,1037038,RL
2217,1037131,PNTV
2218,1037390,INDT
2219,1037540,BXP
2220,1037646,MTD
2221,1037649,ILI
2222,1037676,ARCH
2223,1037760,CPHD
2224,1037868,AME
2225,1037976,JLL
2226,1038074,SLAB
2227,1038133,HSKA
2228,1038222,WRP
2229,1038277,INIS
2230,1038357,PXD
2231,1038773,SMBK
2232,1039065,OSIS
2233,1039280,NTWK
2234,1039399,FORM
2235,1039466,XSNX
2236,1039684,OKE
2237,1039828,AEL
2238,1040130,PETS
2239,1040161,PXLW
2240,1040470,AEHR
2241,1040593,CRZO
2242,1040719,DHCP.Q
2243,1040792,HMNY
2244,1040799,FOFN
2245,1040829,RHP
2246,1040850,AGTK
2247,1040896,IDN
2248,1040971,SLG
2249,1041024,RMTI
2250,1041061,YUM
2251,1041368,RVSB
2252,1041379,PLKI
2253,1041550,HFBC
2254,1041657,UONE.K
2255,1041803,PSMT
2256,1041859,PLCE
2257,1042046,AFG
2258,1042074,CBAY
2259,1042187,YHGJ
2260,1042418,INTI
2261,1042729,MBWM
2262,1042783,HIL
2263,1042784,GPXM
2264,1042893,DRQ
2265,1043000,SNDA
2266,1043156,STRZ
2267,1043186,SLNG
2268,1043277,CHRW
2269,1043337,SRI
2270,1043509,SAH
2271,1043604,JNPR
2272,1043894,EVTN
2273,1043961,PRPO
2274,1044378,BIOC.Q
2275,1044435,PX
2276,1044777,OSPN
2277,1045309,GRA
2278,1045425,RASF.Q
2279,1045609,PLD
2280,1045742,LIVE
2281,1045810,NVDA
2282,1045942,TRCK
2283,1046025,HFWA
2284,1046050,TSBK
2285,1046102,RBA
2286,1046203,GFED
2287,1046257,INGR
2288,1046311,CHH
2289,1046327,RNWK
2290,1046568,PRDO
2291,1046995,EMAN
2292,1047122,RTN
2293,1047127,AMKR
2294,1047170,EVBS
2295,1047335,NHC
2296,1047340,FDP
2297,1047881,TALN
2298,1048055,PPYH
2299,1048268,IESC
2300,1048286,MAR
2301,1048477,BMRN
2302,1048685,MEA
2303,1048695,FFIV
2304,1048911,FDX
2305,1049502,MKSI
2306,1049521,MRCY
2307,1049606,CIX
2308,1050377,CNXN
2309,1050441,EGBN
2310,1050446,MSTR
2311,1050606,SALM
2312,1050743,PGC
2313,1050797,COLM
2314,1050825,SCS
2315,1050915,PWR
2316,1051251,JCG
2317,1051343,CWBC
2318,1051470,CCI
2319,1051512,TDS
2320,1051514,SSKN
2321,1051627,AXTI
2322,1051741,FNFG
2323,1051771,BLKI.B
2324,1052054,EVOL
2325,1052100,WDR
2326,1052257,FBER
2327,1052595,RLH
2328,1053352,HTBK
2329,1053369,ELTP
2330,1053374,IPAS
2331,1053507,AMT
2332,1053532,LHO
2333,1053584,MCBC
2334,1053650,OME
2335,1053691,CRVO
2336,1053706,CRAI
2337,1054102,IDXG
2338,1054274,ADYX
2339,1054374,BRCM
2340,1054721,BSQR
2341,1054905,IOSP
2342,1055160,MFA
2343,1055454,SCOO
2344,1055726,INO
2345,1056087,MNI
2346,1056239,LLL
2347,1056285,KIRK
2348,1056288,FHI
2349,1056358,MTEX
2350,1056386,IIP
2351,1056696,MANH
2352,1056757,SYEV
2353,1056923,DTLK
2354,1056943,PFIS
2355,1057060,HZO
2356,1057083,PCTI
2357,1057379,HCKT
2358,1057436,BEE
2359,1057706,FBP
2360,1057758,TWTC
2361,1057877,IDA
2362,1058057,MRVL
2363,1058090,CMG
2364,1058290,CTSH
2365,1058299,LIOX
2366,1058307,NXPL
2367,1058330,ROAG
2368,1058623,CMLS
2369,1058811,IMMR
2370,1059262,SP
2371,1059272,BEBE
2372,1059556,MCO
2373,1059562,LMIA
2374,1059784,GNBT.Q
2375,1060219,SAL
2376,1060349,GAMI
2377,1060391,RSG
2378,1060426,AOXG
2379,1060523,CFNL
2380,1060736,SGEN
2381,1060822,CRI
2382,1061027,VIRX
2383,1061069,AWX
2384,1061164,PGID
2385,1061630,BXMT
2386,1061983,CYTK
2387,1062047,CVG
2388,1062128,MNKA
2389,1062231,AXL
2390,1062273,SSPC
2391,1062292,XOXO
2392,1062438,PULB
2393,1062449,BWLD
2394,1062506,ALDA
2395,1062530,DRIV
2396,1062613,FRP
2397,1062822,LXRX
2398,1063104,PTEO.D
2399,1063197,CRGS
2400,1063537,RIBT
2401,1063761,SPG
2402,1064728,BTU
2403,1065059,LEU
2404,1065078,NTIP
2405,1065087,AMRI
2406,1065088,EBAY
2407,1065332,EGOV
2408,1065598,DGTW
2409,1065696,LKQ
2410,1065837,SKX
2411,1065860,ELC
2412,1065865,JNS
2413,1066026,CNQR
2414,1066104,CEB
2415,1066194,EGAN
2416,1066605,HSII
2417,1066684,TGLO
2418,1066764,BTTC
2419,1066923,FTFT
2420,1067294,CBRL
2421,1067701,URI
2422,1067837,AUDA.Q
2423,1067873,IPTK
2424,1067983,BRK.A
2425,1068689,ATDS
2426,1068717,RTI
2427,1068851,PB
2428,1068874,IMSC.Q
2429,1068875,AVTA
2430,1069157,EWBC
2431,1069183,AXON
2432,1069202,LII
2433,1069258,KTOS
2434,1069308,ACER
2435,1069394,FSI
2436,1069530,SAVA
2437,1069533,RGCO
2438,1069878,TREX
2439,1069899,PAHC
2440,1069996,FNHC.Q
2441,1070081,PTCT
2442,1070154,STL
2443,1070296,FCAP
2444,1070336,ACHN
2445,1070412,CNX
2446,1070494,ACAD
2447,1070524,GCBC
2448,1070680,CFBK
2449,1070750,HST
2450,1070985,CXW
2451,1071236,RRBI
2452,1071255,GDEN
2453,1071264,JAXB
2454,1071411,FSN
2455,1071739,CNC
2456,1071760,ESPH.Q
2457,1071840,WNDW
2458,1071993,MCF
2459,1072379,NWBO
2460,1072627,KFS
2461,1073349,EPAY
2462,1073475,CZFC
2463,1073748,YUMM
2464,1074447,MNAP
2465,1074458,HZNB
2466,1074828,KNW
2467,1074871,MODD
2468,1074902,LCNB
2469,1075415,DHC
2470,1075531,BKNG
2471,1075706,CIZN
2472,1075736,CXDO
2473,1075857,VSYM
2474,1076481,SQNM
2475,1076522,ICTV
2476,1076541,INCM
2477,1076682,RGTP.Q
2478,1076784,DBUB
2479,1076930,NOVT
2480,1077183,NEO
2481,1077370,PRZM
2482,1077428,TCBI
2483,1077688,HOFT
2484,1077771,COLB
2485,1077866,LKST
2486,1078037,REMI
2487,1078075,NTCT
2488,1078099,MEET
2489,1078207,BFX
2490,1078271,EXTR
2491,1078723,IFUE
2492,1078799,MCOA
2493,1079297,PGUS
2494,1079577,SFG
2495,1080014,INVA
2496,1080034,CNVR
2497,1080056,TST
2498,1080099,INFA
2499,1080319,ELYS
2500,1080340,LOAN
2501,1080448,PGOL
2502,1080657,SQFT
2503,1080709,ARNA
2504,1081078,ATNY
2505,1081745,INLX
2506,1081938,CPMD
2507,1082038,DRRX
2508,1082198,PRXG
2509,1082324,VHC
2510,1082506,GEG
2511,1082510,UIL
2512,1082526,SQI
2513,1082554,UTHR
2514,1082733,VISM
2515,1082923,STMP
2516,1083220,XELB
2517,1083243,ZPCM
2518,1083301,WULF
2519,1083446,ASTH
2520,1083490,SRRE
2521,1083522,JSDA
2522,1083643,FBSS
2523,1083706,EXNT
2524,1083712,MECK
2525,1083743,FLUX
2526,1083922,ARAO
2527,1084031,IEVM
2528,1084048,ZD
2529,1084267,MOBQ
2530,1084384,TEUM
2531,1084554,LTBR
2532,1084717,PCBK
2533,1084752,INVT
2534,1084765,RGP
2535,1084869,FLWS
2536,1084961,ECPG
2537,1084991,NGS
2538,1085243,VTSI
2539,1085277,SKVI
2540,1085706,METR
2541,1085869,PRFT
2542,1085913,FMCB
2543,1086222,AKAM
2544,1086303,HCIL
2545,1086745,AYRO
2546,1086909,BSFT
2547,1087022,ALRT.F
2548,1087294,CPIX
2549,1087423,RHT
2550,1087456,UBOH
2551,1087934,SAAS
2552,1088034,USIO
2553,1088162,MCZA.F
2554,1088413,GLGI
2555,1088638,MMND
2556,1088825,TIVO
2557,1088856,CORT
2558,1088949,DLDG
2559,1089061,FIND
2560,1089063,DKS
2561,1089143,CLCT
2562,1089319,FSNR
2563,1089511,ALSK
2564,1089531,KGJI
2565,1089815,USNU
2566,1089819,CNL
2567,1089872,GAIA
2568,1089907,SWKH
2569,1090009,SFST
2570,1090012,DVN
2571,1090061,OMN
2572,1090396,TBTC
2573,1090425,LAMR
2574,1090727,UPS
2575,1090872,A
2576,1090908,DTRM
2577,1091171,NILE
2578,1091325,CNYD
2579,1091491,HCFB
2580,1091596,AURX
2581,1091667,CHTR
2582,1091748,ARGO
2583,1091801,MSO
2584,1091862,CHMT
2585,1091883,CIR
2586,1091907,WWE
2587,1091983,FVRG
2588,1092289,TAT
2589,1092570,FULO
2590,1092662,CEMI
2591,1092699,SPSC
2592,1092796,SWBI
2593,1093207,CRSS
2594,1093248,MIHI
2595,1093285,SCVM
2596,1093430,CSSV
2597,1093557,DXCM
2598,1093672,PEBK
2599,1093691,PLUG
2600,1093728,PFLC
2601,1094032,QDMI
2602,1094038,MRKR
2603,1094084,TKOI
2604,1094139,OPCO
2605,1094285,TDY
2606,1094348,MATR
2607,1094392,ONTO
2608,1094738,MFBP
2609,1094739,FNSR
2610,1094810,MFSF
2611,1094831,BGC
2612,1094847,OVIT
2613,1095073,EG
2614,1095130,IOTC
2615,1095277,INTX
2616,1095291,WEB
2617,1095315,PFSW
2618,1095565,HSTM
2619,1095651,SAFE
2620,1095981,PSTV
2621,1095996,WLH
2622,1096056,LXFR
2623,1096199,GKNT
2624,1096275,WKSP
2625,1096325,ISIL
2626,1096339,SARA
2627,1096343,MKL
2628,1096376,NTRI
2629,1096385,VVC
2630,1096637,SVMI
2631,1096752,EPC
2632,1096934,SYTE
2633,1096938,UEEC
2634,1096950,ACTX
2635,1097149,ALGN
2636,1097430,ITNM
2637,1097718,UOIP
2638,1097792,OMNT
2639,1097864,ON
2640,1098009,AAGH
2641,1098146,PNBK
2642,1098151,FDBC
2643,1098972,AGEN
2644,1099132,MHTX
2645,1099160,BBGI
2646,1099215,PRTX
2647,1099219,MET
2648,1099290,HGLI
2649,1099369,DSNY
2650,1099509,VCSY
2651,1099590,MELI
2652,1099800,EW
2653,1100397,ADXS
2654,1100412,ARRY
2655,1100644,VLDI
2656,1100682,CRL
2657,1100778,ROKK.D
2658,1100917,ONVI
2659,1101026,ZIVO
2660,1101169,VIAS
2661,1101215,BFH
2662,1101239,EQIX
2663,1101302,ENTG
2664,1101396,DLAP.Q
2665,1101433,QMCI
2666,1101680,DZSI
2667,1101865,NMXS
2668,1102112,BANC
2669,1102238,ARL
2670,1102266,CSFL
2671,1102358,HCGS
2672,1102392,ROYE
2673,1102432,CEIN
2674,1102541,ELNK
