,cik,Ticker,fy,fp,date,filed,ddate,Assets,AssetsCurrent,Cash,AssetsNoncurrent,Liabilities,LiabilitiesCurrent,LiabilitiesNoncurrent,Equity,HolderEquity,RetainedEarnings,AdditionalPaidInCapital,TreasuryStockValue,TemporaryEquity,RedeemableEquity,LiabilitiesAndEquity,n_cik_bs,Revenues,CostOfRevenue,GrossProfit,OperatingExpenses,OperatingIncomeLoss,IncomeLossFromContinuingOperationsBeforeIncomeTaxExpenseBenefit,AllIncomeTaxExpenseBenefit,IncomeLossFromContinuingOperations,IncomeLossFromDiscontinuedOperationsNetOfTax,ProfitLoss,NetIncomeLossAttributableToNoncontrollingInterest,NetIncomeLoss,n_cik_is,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,EffectOfExchangeRateFinal,CashPeriodIncreaseDecreaseIncludingExRateEffectFinal,n_cik,sic,stprba,countryinc,afs,nciks
98,1800,ABBOTT LABORATORIES,2020,Q1,2020-03-31,20200429,20200331,66777000000,15498000000,3377000000,51279000000,36350000000,10808000000,16804000000,30427000000,30427000000,25786000000,0,0,0,0,66777000000,60,7726000000,3281000000,4445000000,3687000000,758000000,633000000,89000000,544000000,20000000,564000000,0,564000000,60,715000000,-735000000,-393000000,715000000,-735000000,-393000000,0,0,0,-70000000,-483000000,60,2834,IL,US,1-LAF,1
99,1800,ABBOTT LABORATORIES,2020,Q2,2020-06-30,20200729,20200630,68776000000,17221000000,4763000000,51555000000,37978000000,10959000000,18184000000,30798000000,30798000000,25669000000,0,0,0,0,68776000000,60,15054000000,6544000000,8510000000,7080000000,1430000000,1159000000,78000000,1081000000,20000000,1101000000,0,1101000000,60,2037000000,-77000000,-1012000000,2037000000,-77000000,-1012000000,0,0,0,-45000000,903000000,60,2834,IL,US,1-LAF,1
100,1800,ABBOTT LABORATORIES,2020,Q3,2020-09-30,20201104,20200930,69043000000,17390000000,4480000000,51653000000,37448000000,10257000000,18349000000,31595000000,31595000000,26266000000,0,0,0,0,69043000000,60,23907000000,10510000000,13397000000,10472000000,2925000000,2580000000,267000000,2313000000,20000000,2333000000,0,2333000000,60,4103000000,-1992000000,-1484000000,4103000000,-1992000000,-1484000000,0,0,0,-7000000,620000000,60,2834,IL,US,1-LAF,1
101,1800,ABBOTT LABORATORIES,2020,FY,2020-12-31,20210219,20201231,72548000000,20441000000,6838000000,52107000000,39545000000,11907000000,18527000000,33003000000,33003000000,27627000000,0,0,0,0,72548000000,60,34608000000,15003000000,19605000000,14248000000,5357000000,4968000000,497000000,4471000000,24000000,4495000000,0,4495000000,60,7901000000,-2779000000,-2215000000,7901000000,-2779000000,-2215000000,0,0,0,71000000,2978000000,60,2834,IL,US,1-LAF,1
102,1800,ABBOTT LABORATORIES,2021,Q1,2021-03-31,20210505,20210331,72785000000,21817000000,8054000000,50968000000,38997000000,12462000000,17489000000,33788000000,33788000000,28669000000,0,0,0,0,72785000000,60,10456000000,4401000000,6055000000,3946000000,2109000000,2043000000,250000000,1793000000,0,1793000000,0,1793000000,60,2637000000,-967000000,-422000000,2637000000,-967000000,-422000000,0,0,0,-32000000,1216000000,60,2834,IL,US,1-LAF,1
103,1800,ABBOTT LABORATORIES,2021,Q2,2021-06-30,20210804,20210630,73269000000,22627000000,8658000000,50642000000,39240000000,12614000000,17547000000,34029000000,34029000000,29053000000,0,0,0,0,73269000000,60,20679000000,9348000000,11331000000,7830000000,3501000000,3391000000,409000000,2982000000,0,2982000000,0,2982000000,60,4765000000,-2231000000,-686000000,4765000000,-2231000000,-686000000,0,0,0,-28000000,1820000000,60,2834,IL,US,1-LAF,1
104,1800,ABBOTT LABORATORIES,2021,Q3,2021-09-30,20211103,20210930,73795000000,23492000000,9302000000,50303000000,39157000000,12867000000,17446000000,34638000000,34638000000,30376000000,0,0,0,0,73795000000,60,31607000000,13771000000,17836000000,11789000000,6047000000,5884000000,802000000,5082000000,0,5082000000,0,5082000000,60,7466000000,-3608000000,-1337000000,7466000000,-3608000000,-1337000000,0,0,0,-57000000,2464000000,60,2834,IL,US,1-LAF,1
105,1800,ABBOTT LABORATORIES,2021,FY,2021-12-31,20220218,20211231,75196000000,24239000000,9799000000,50957000000,39172000000,13105000000,17296000000,36024000000,36024000000,31528000000,0,0,0,0,75196000000,60,43075000000,18537000000,24538000000,16113000000,8425000000,8211000000,1140000000,7071000000,0,7071000000,0,7071000000,60,10533000000,-5494000000,-2008000000,10533000000,-5494000000,-2008000000,0,0,0,-70000000,2961000000,60,,,,,
106,1800,ABBOTT LABORATORIES,2022,Q1,2022-03-31,20220503,20220331,74007000000,23429000000,7675000000,50578000000,38378000000,12647000000,17086000000,35629000000,35629000000,33295000000,0,0,0,0,74007000000,60,11895000000,4987000000,6908000000,3996000000,2912000000,2876000000,429000000,2447000000,0,2447000000,0,2447000000,60,2065000000,-3823000000,-360000000,2065000000,-3823000000,-360000000,0,0,0,-6000000,-2124000000,60,2834,IL,US,1-LAF,1
107,1800,ABBOTT LABORATORIES,2022,Q2,2022-06-30,20220802,20220630,74202000000,24956000000,8937000000,49246000000,37486000000,12392000000,16755000000,36716000000,36716000000,34487000000,0,0,0,0,74202000000,60,23152000000,9920000000,13232000000,7944000000,5288000000,5228000000,763000000,4465000000,0,4465000000,0,4465000000,60,4475000000,-4636000000,-624000000,4475000000,-4636000000,-624000000,0,0,0,-77000000,-862000000,60,2834,IL,US,1-LAF,1
108,1800,ABBOTT LABORATORIES,2022,Q3,2022-09-30,20221101,20220930,72801000000,24845000000,9594000000,47956000000,36917000000,13365000000,15297000000,35884000000,35884000000,35115000000,0,0,0,0,72801000000,60,33562000000,14549000000,19013000000,11955000000,7058000000,6986000000,1086000000,5900000000,0,5900000000,0,5900000000,60,7255000000,-6179000000,-1108000000,7255000000,-6179000000,-1108000000,0,0,0,-173000000,-205000000,60,2834,IL,US,1-LAF,1
109,1800,ABBOTT LABORATORIES,2022,FY,2022-12-31,20230217,20221231,74438000000,25224000000,9882000000,49214000000,37533000000,15489000000,14522000000,36905000000,36905000000,35257000000,0,0,0,0,74438000000,60,43653000000,19142000000,24511000000,16149000000,8362000000,8306000000,1373000000,6933000000,0,6933000000,0,6933000000,60,9581000000,-7636000000,-1740000000,9581000000,-7636000000,-1740000000,0,0,0,-122000000,83000000,60,2834,IL,US,1-LAF,1
110,1800,ABBOTT LABORATORIES,2023,Q1,2023-03-31,20230504,20230331,73794000000,24377000000,9161000000,49417000000,36562000000,14530000000,14615000000,37232000000,37232000000,35868000000,0,0,0,0,73794000000,60,9747000000,4331000000,5416000000,3907000000,1509000000,1562000000,244000000,1318000000,0,1318000000,0,1318000000,60,1143000000,-1410000000,-462000000,1143000000,-1410000000,-462000000,0,0,0,8000000,-721000000,60,2834,IL,US,1-LAF,1
111,1800,ABBOTT LABORATORIES,2023,Q2,2023-06-30,20230803,20230630,73354000000,23505000000,7835000000,49849000000,35950000000,14350000000,14562000000,37404000000,37404000000,36355000000,0,0,0,0,73354000000,60,19725000000,8814000000,10911000000,7860000000,3051000000,3198000000,505000000,2693000000,0,2693000000,0,2693000000,60,2346000000,-2699000000,-1675000000,2346000000,-2699000000,-1675000000,0,0,0,-19000000,-2047000000,60,2834,IL,US,1-LAF,1
112,1800,ABBOTT LABORATORIES,2023,Q3,2023-09-30,20231101,20230930,72090000000,22664000000,6709000000,49426000000,34396000000,13042000000,14477000000,37694000000,37694000000,36920000000,0,0,0,0,72090000000,60,29868000000,13419000000,16449000000,11751000000,4698000000,4869000000,740000000,4129000000,0,4129000000,0,4129000000,60,4223000000,-5039000000,-2309000000,4223000000,-5039000000,-2309000000,0,0,0,-48000000,-3173000000,60,,,,,
113,1800,ABBOTT LABORATORIES,2023,FY,2023-12-31,20240216,20231231,73214000000,22670000000,6896000000,50544000000,34387000000,13841000000,13599000000,38827000000,38827000000,37554000000,0,0,0,0,73214000000,60,40109000000,17975000000,22134000000,15656000000,6478000000,6664000000,941000000,5723000000,0,5723000000,0,5723000000,60,7261000000,-7091000000,-3133000000,7261000000,-7091000000,-3133000000,0,0,0,-23000000,-2986000000,60,,,,,
114,1800,ABBOTT LABORATORIES,2024,Q1,2024-03-31,20240502,20240331,72467000000,22376000000,6284000000,50091000000,33424000000,14021000000,12576000000,39043000000,39043000000,38011000000,0,0,0,0,72467000000,60,9964000000,4463000000,5501000000,4115000000,1386000000,1436000000,211000000,1225000000,0,1225000000,0,1225000000,60,1025000000,-1176000000,-425000000,1025000000,-1176000000,-425000000,0,0,0,-36000000,-612000000,60,2834,IL,US,1-LAF,1
